0,1,House of Hookah,41.940069,-87.64484
0,1,Delilah's,41.932278894192535,-87.65818285733732
0,1,Sidetrack,41.94324251458887,-87.64922082424164
0,1,Rogers Park Social,42.007317,-87.666285
0,1,Pub Royale,41.90316451114007,-87.67909194202518
0,1,Kasey's Tavern,41.8737151810189,-87.6293134689331
0,1,Hopewell Brewing Company,41.931353735725715,-87.7113083738721
0,1,Begyle Brewing,41.95528665539195,-87.67452281184607
0,1,Best Intentions,41.9171282677482,-87.7101633349323
0,1,Big Chicks,41.97401297681359,-87.65519643832687
0,1,Temperance Beer Company,42.039978,-87.701944
0,1,Innertown Pub,41.901331,-87.676028
0,1,Charleston,41.920009,-87.680221
0,1,Go Tavern & Liquors,41.917479421056946,-87.70790203878778
0,1,Bird's Nest,41.92708519434513,-87.66363497588807
0,1,First Draft,41.87345997119737,-87.63047390830343
0,1,Rainbo Club,41.902743,-87.67728299413923
0,1,The Graystone Tavern,41.94471856086735,-87.65434382798281
0,1,The Globe Pub,41.9542484366996,-87.67774387964411
0,1,The Corner Bar,41.92192173,-87.682818
0,1,Happy Village,41.90132720779312,-87.67461911015141
0,1,Skylark,41.852751,-87.646248
0,1,George Street Pub,41.93443321468194,-87.64940608182461
0,1,Firewater Saloon,42.00241559082983,-87.81638432192511
0,1,Eva's Sports Bar,41.896226433531034,-87.80509362644375
0,1,The Sanctuary of Brookfield Bar & Grill,41.82274450010934,-87.84452672948515
0,1,The Kinderhook Tap,41.87416255688654,-87.79389381408691
0,1,Reggie's Trainwreck Rooftop Deck,41.853889,-87.62684047222137
0,1,Old Town Ale House,41.911043,-87.635623
0,1,Sketchbook Brewing Co.,42.03292054203249,-87.67903357744217
0,1,Exit,41.91054804448271,-87.66092826354934
0,1,Danny's Tavern,41.919532,-87.677331
0,1,Tuman's Tap & Grill,41.89568,-87.68188
0,1,Templestowe Pub,41.961128103185814,-87.70725249674352
0,1,Roscoe's,41.943582979824555,-87.64940002221938
0,1,Oak Park Micro Brew & Food Review,41.88733146279879,-87.80244335959067
0,1,Cobra Lounge,41.88637994199445,-87.66690015515162
0,1,Madison Public House,41.92071716531888,-87.69393243198722
0,1,Hubble Hookah,41.94008524237427,-87.80687958799207
0,1,Second Story Bar,41.8925858,-87.623257
0,1,McGaffer's Saloon,41.864878,-87.81779511666667
0,1,Weeds Tavern,41.90998735717457,-87.64927118955266
0,1,EZ Inn,41.89812356445613,-87.6867799489746
0,1,Green Eye,41.916605,-87.687413
0,1,Town Hall Pub,41.943052984874605,-87.6494836807251
0,1,Whirlaway Lounge,41.9248049824128,-87.70852751494138
0,1,Chipp Inn,41.8970256755182,-87.66501716734555
0,1,Archie's Iowa & Rockwell Tavern,41.89764379247627,-87.6919302351587
0,1,Pippin's Tavern,41.89684096188863,-87.62570710311968
0,1,Sully's House Tap Room & Grill,41.90858126562126,-87.64924228401392
0,1,Daily Bar & Grill,41.96480446379818,-87.68609159552975
0,1,Nisei Lounge,41.94477868201005,-87.65412390232086
0,1,Bullhead Cantina,41.90241439512949,-87.6967189967106
0,1,Side Street Saloon,41.93435238238465,-87.66611518503703
0,1,The Bar 10 Doors,41.869344286738546,-87.65860672031523
0,1,Celtic Crown Public House,41.95960131445663,-87.68857539531528
0,1,Gallery Cabaret,41.91836895322576,-87.68513365977039
0,1,Ten Cat Tavern,41.953464,-87.668847
0,1,Bije's,41.952464434238124,-87.8144259346585
0,1,Cole's Bar,41.92367211983691,-87.69882685449333
0,1,Christina's Place,41.950254,-87.707791
0,1,The Side Bar at Fitzgerald's,41.864992,-87.78979625
0,1,Fill Up Station,41.84237510348629,-87.78335809707642
0,1,The Double: An Urban Tavern,41.92446077688291,-87.71544085830996
0,1,Burwood Tap,41.929213,-87.647697
0,1,Nilda's Place,41.89783733873969,-87.67452281184607
0,1,Hopsmith Tavern,41.90389519139558,-87.62930755702347
0,1,Continental Lounge,41.895542886536575,-87.69683931085783
0,1,J&M Tap,41.8993548883471,-87.6819083006811
0,1,Off The Traxx,41.83436314682764,-87.79313258282555
0,1,La Humita,41.94469458,-87.72744476795197
0,1,Celtic Crossings,41.896345,-87.630947
0,1,Save More Lounge,41.95582853464259,-87.68005000495207
0,1,The Pepper Canister Irish Pub,41.89108192456592,-87.63414145530477
0,1,Galway Bay,41.932859,-87.641639
0,1,F. O'Mahony's,41.94919745075375,-87.64834642410278
0,1,Ed & Jean's Tavern,41.91778440965435,-87.6788175182762
0,1,Keenan O'Reilly's Pub,41.953042,-87.6690743
0,1,The Harding Tavern,41.9309163512809,-87.71029804689415
0,1,Rossi's Liquors,41.88961404772023,-87.62797248203645
0,1,Mutiny Corp,41.92584547403123,-87.68795445808105
0,1,Reed's Local,41.939309341271894,-87.70330693072873
0,1,Harrigan's Pub,41.93324795733213,-87.64919892567151
0,1,Bobby Love's,41.9500249465315,-87.64964214234095
0,1,Brown Sugar Lounge,41.88113057806371,-87.69391318051436
0,1,Monsignor Murphy's,41.937153,-87.644154
0,1,Rite Liquors,41.90323599078118,-87.66956798930715
0,1,Fountainhead Rooftop Garden,41.961452240182744,-87.67886566291321
0,1,O'Sullivan's Public House,41.8795971646714,-87.80690359236978
0,1,G and L Fire Escape,41.95030686210302,-87.68344398523266
0,1,Penthouse 68,41.880667139903395,-87.67414243154933
0,1,Corcoran's Grill & Pub,41.911521654144714,-87.63464264779684
0,1,Scofflaw,41.917364984640884,-87.70708890691276
0,1,Revolution Brewing,41.9234904892934,-87.69814968109131
0,1,Half Acre Beer Company,41.95927468843553,-87.68243193626404
