celda;LL lat;LL lon;LR lat;LR lon;UL lat;UL lon;UR lat;UR lon
378;41,985181;-87,586527;41,985181;-87,565728;42,004105;-87,586527;42,004105;-87,565728
379;41,985181;-87,565728;41,985181;-87,544929;42,004105;-87,565728;42,004105;-87,544929
380;41,985181;-87,544929;41,985181;-87,524130;42,004105;-87,544929;42,004105;-87,524130
381;42,004105;-87,940110;42,004105;-87,919311;42,023030;-87,940110;42,023030;-87,919311
382;42,004105;-87,919311;42,004105;-87,898512;42,023030;-87,919311;42,023030;-87,898512
383;42,004105;-87,898512;42,004105;-87,877713;42,023030;-87,898512;42,023030;-87,877713
384;42,004105;-87,877713;42,004105;-87,856914;42,023030;-87,877713;42,023030;-87,856914
385;42,004105;-87,856914;42,004105;-87,836115;42,023030;-87,856914;42,023030;-87,836115
386;42,004105;-87,836115;42,004105;-87,815316;42,023030;-87,836115;42,023030;-87,815316
387;42,004105;-87,815316;42,004105;-87,794517;42,023030;-87,815316;42,023030;-87,794517
388;42,004105;-87,794517;42,004105;-87,773718;42,023030;-87,794517;42,023030;-87,773718
389;42,004105;-87,773718;42,004105;-87,752919;42,023030;-87,773718;42,023030;-87,752919
390;42,004105;-87,752919;42,004105;-87,732120;42,023030;-87,752919;42,023030;-87,732120
391;42,004105;-87,732120;42,004105;-87,711321;42,023030;-87,732120;42,023030;-87,711321
392;42,004105;-87,711321;42,004105;-87,690522;42,023030;-87,711321;42,023030;-87,690522
393;42,004105;-87,690522;42,004105;-87,669723;42,023030;-87,690522;42,023030;-87,669723
394;42,004105;-87,669723;42,004105;-87,648924;42,023030;-87,669723;42,023030;-87,648924
395;42,004105;-87,648924;42,004105;-87,628125;42,023030;-87,648924;42,023030;-87,628125
396;42,004105;-87,628125;42,004105;-87,607326;42,023030;-87,628125;42,023030;-87,607326
397;42,004105;-87,607326;42,004105;-87,586527;42,023030;-87,607326;42,023030;-87,586527
398;42,004105;-87,586527;42,004105;-87,565728;42,023030;-87,586527;42,023030;-87,565728
399;42,004105;-87,565728;42,004105;-87,544929;42,023030;-87,565728;42,023030;-87,544929
400;42,004105;-87,544929;42,004105;-87,524130;42,023030;-87,544929;42,023030;-87,524130
